session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
619f86991d63bcd49c1babc5,60aa6d8db045e2b649a4a08c,AWAITING REVIEW,2021-11-25 12:50:33.016000,2021-11-25 13:30:31.846000,2398.83,20,334,1,100,,E11857CB,United States,United States,Other,White,English,United States,Male,Yes
619f878baa826b38ac7e0c9d,61523f5edff0567aa388e752,AWAITING REVIEW,2021-11-25 12:54:40.803000,2021-11-25 13:41:13.616000,2792.813,60,221,1,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,No
619f87aeb39b5daad76ffd32,614f2d5a2e23379febd50141,AWAITING REVIEW,2021-11-25 12:55:10.378000,2021-11-25 13:35:53.194000,2442.816,67,278,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619f87bf815ab685734bd6e4,613d3cb06964f7c524a78ed0,AWAITING REVIEW,2021-11-25 12:55:30.874000,2021-11-25 14:08:53.227000,4402.353,50,182,1,100,,E11857CB,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,No
619f88598d746cc8ac4c0ed9,5dceca2541afe801a32e27ac,AWAITING REVIEW,2021-11-25 12:58:17.819000,2021-11-25 14:01:23.468000,3785.649,77,1695,4,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
619f885a858967aa4344e0f1,5d2a068fd7d4940019e63136,AWAITING REVIEW,2021-11-25 12:58:07.133000,2021-11-25 13:31:51.536000,2024.403,75,1401,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,DATA EXPIRED
619f889372363a4109448067,605f61f6a2529d666698844b,AWAITING REVIEW,2021-11-25 13:03:00.146000,2021-11-25 14:05:18.097000,3737.951,58,258,3,99,,E11857CB,United States,United States,Full-Time,White,English,Italy,Female,No
619f88bcce30a62a5a7b3364,60fd588771ae861f9244f93d,AWAITING REVIEW,2021-11-25 12:59:44.111000,2021-11-25 14:18:21.714000,4717.603,62,223,2,99,,E11857CB,United States,United States,Full-Time,White,English,United States,Female,No
619f88c172363a410944806e,5f82567f1e720a3842580d23,AWAITING REVIEW,2021-11-25 12:59:48.745000,2021-11-25 13:23:54.966000,1446.221,61,953,11,98,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,No
619f88cce751225890f17087,5a64417931b87a0001c6f48b,AWAITING REVIEW,2021-11-25 13:00:02.145000,2021-11-25 13:40:05.105000,2402.96,58,1271,2,100,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Female,DATA EXPIRED
619f88ff8970e83eaab89d4c,6051536b3e81428095504b35,AWAITING REVIEW,2021-11-25 13:02:49.074000,2021-11-25 14:19:32.968000,4603.894,62,671,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619f891c3f2b81a2595e096f,5d3d871e98775f001569addd,AWAITING REVIEW,2021-11-25 13:01:19.566000,2021-11-25 13:31:12.966000,1793.4,62,748,4,99,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f89353338bf85656b17ce,5bc913d99427200001dd47f5,AWAITING REVIEW,2021-11-25 13:01:45.208000,2021-11-25 13:43:47.708000,2522.5,72,992,0,100,,E11857CB,United States,United States,Part-Time,White,English,United States,Female,No
619f89606466c3dcd860a2f2,60b69129f584ee4e38acf2a0,AWAITING REVIEW,2021-11-25 13:02:28.207000,2021-11-25 14:01:16.076000,3527.869,42,315,1,100,,E11857CB,United States,United States,Full-Time,Mixed,English,United States,Male,No
619f897e351830cf6ba04b02,5df0df9894a4fd12df0575af,AWAITING REVIEW,2021-11-25 13:06:42.548000,2021-11-25 13:48:34.349000,2511.801,59,1467,5,100,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f899517a3eb880f2c1d2a,60fc855e03afaabca212e804,AWAITING REVIEW,2021-11-25 13:06:01.262000,2021-11-25 13:51:41.586000,2740.324,67,346,0,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619f8a6924f2e383725afdd3,5fad961b463be513d7486f86,RETURNED,2021-11-25 13:06:49.261000,,335573.273673,41,347,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f8aa226862469d53ac614,5b6f49b7d60bdd0001ade437,AWAITING REVIEW,2021-11-25 13:07:48.180000,2021-11-25 13:53:41.557000,2753.377,66,2237,4,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,No
619f8aae8c8ac258c8027b1b,610abb06b1a14774850e87a0,RETURNED,2021-11-25 13:08:05.993000,,335496.618763,64,210,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f8b2564f786cbf86d872d,5ec764942256df19e155432c,AWAITING REVIEW,2021-11-25 13:09:57.088000,2021-11-25 13:36:50.933000,1613.845,65,1089,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619f8b78b546c0b3f2da590a,5c1976c90d57c30001b4162c,AWAITING REVIEW,2021-11-25 13:19:07.743000,2021-11-25 14:31:30.180000,4342.437,70,1432,1,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f8bb82474a07017a7dcb4,5ff79cf96ccb554ae5d00a7d,AWAITING REVIEW,2021-11-25 13:12:27.330000,2021-11-25 13:37:45.150000,1517.82,73,291,3,99,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f8bd69e87f9b81fd37bfb,610c746ab8e0dfeae88fd1a0,AWAITING REVIEW,2021-11-25 13:14:06.443000,2021-11-25 14:31:39.020000,4652.577,48,140,2,97,,E11857CB,Taiwan,United States,Part-Time,Asian,Mandarin,Taiwan,Female,No
619f8c10d4e98efca3fb94fc,5dd4070a57a7e13efe25534a,AWAITING REVIEW,2021-11-25 13:15:29.196000,2021-11-25 13:41:55.845000,1586.649,58,1527,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f8c4ad4851fc893673006,614e26c35cd6b957428a1b4c,AWAITING REVIEW,2021-11-25 13:14:54.776000,2021-11-25 13:40:34.464000,1539.688,67,372,0,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,No
619f8c4e73ab30098bdd6ce7,60fdbd0f06c0c59f1e37183d,AWAITING REVIEW,2021-11-25 13:15:00.614000,2021-11-25 14:13:37.516000,3516.902,71,220,0,100,,E11857CB,Canada,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f8c50b7097124aa8b2bcd,60a3c7ecc3ca164f912804dc,AWAITING REVIEW,2021-11-25 13:15:03.889000,2021-11-25 13:53:53.222000,2329.333,71,290,0,100,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f8dae3be0b3b2bfbdc6ec,5e1fc8d45427912f6143b012,AWAITING REVIEW,2021-11-25 13:20:51.657000,2021-11-25 14:22:34.979000,3703.322,58,1321,1,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Female,No
619f8db19a0e3c5cdeb5f4d6,60833ce5197d68cff9df1b83,AWAITING REVIEW,2021-11-25 13:20:49.026000,2021-11-25 14:10:10.429000,2961.403,66,415,3,100,,E11857CB,United States,United States,Part-Time,White,English,United States,Male,No
619f8db1e9e77e3c0ac6f25c,610c940475aedaf9c70a190e,AWAITING REVIEW,2021-11-25 13:20:57.781000,2021-11-25 14:01:09.287000,2411.506,67,300,0,100,,E11857CB,United States,United States,Part-Time,White,English,United States,Female,No
619f8dcc1eeb2b4bb4083ce9,598c9125cceb0f0001b39697,AWAITING REVIEW,2021-11-25 13:21:42.565000,2021-11-25 14:23:51.371000,3728.806,60,1249,6,99,,E11857CB,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
619f8def7bc194be02b36201,6151ea99cc49979b38172838,AWAITING REVIEW,2021-11-25 13:22:00.804000,2021-11-25 13:49:24.608000,1643.804,60,204,1,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Female,No
619f8df351807aa3d39a7667,6168a6cdc303371392b9d9c8,AWAITING REVIEW,2021-11-25 13:23:21.961000,2021-11-25 13:49:22.800000,1560.839,23,275,1,100,,E11857CB,United States,United States,Other,White,English,United States,Male,Yes
619f8e283be0b3b2bfbdc6f7,5a50fab2f6c517000194760b,AWAITING REVIEW,2021-11-25 13:24:06.485000,2021-11-25 14:12:14.336000,2887.851,64,516,3,100,,E11857CB,Canada,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,Canada,Female,No
619f8e541eeb2b4bb4083cee,61158711c1d7b3882c311104,AWAITING REVIEW,2021-11-25 13:33:03.222000,2021-11-25 14:13:45.956000,2442.734,48,240,0,100,,E11857CB,United States,United States,Full-Time,Asian,Chinese,United States,Female,No
619f8ecd9a0e3c5cdeb5f4f3,6019e00ed94edf15326f30f3,AWAITING REVIEW,2021-11-25 13:25:33.027000,2021-11-25 13:57:05.925000,1892.898,49,537,3,99,,E11857CB,United States,United States,Full-Time,Asian,English,United States,Female,No
619f8edc1bfff6d4abd90c67,5e84f020507cd30b367b2624,AWAITING REVIEW,2021-11-25 13:25:54.187000,2021-11-25 14:02:34.909000,2200.722,67,1108,7,99,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Male,DATA EXPIRED
619f8eeefffb1787a121f33b,5ef764821269f404a08607d7,AWAITING REVIEW,2021-11-25 13:26:14.735000,2021-11-25 14:52:46.066000,5191.331,69,812,4,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619f8f2f4552e6f3eca2044a,5b6a87d2cda8590001db8e07,AWAITING REVIEW,2021-11-25 13:27:11.928000,2021-11-25 14:03:37.672000,2185.744,41,1874,0,100,,E11857CB,United States,United States,Unemployed (and job seeking),Asian,English,United States,Male,No
619f9047d3fb434e66b8f42e,5c1e4f0ae2d9150001b5c900,AWAITING REVIEW,2021-11-25 13:31:53.509000,2021-11-25 14:08:41.576000,2208.067,25,329,1,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,Yes
619f906451807aa3d39a7695,6171c72f2f0f4024c5aa93b6,AWAITING REVIEW,2021-11-25 13:33:46.530000,2021-11-25 14:26:12.725000,3146.195,63,179,1,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Female,No
619f9078dfbf6244e73e63fc,6150a73a1ceb25b4c866c4ee,AWAITING REVIEW,2021-11-25 13:32:44.558000,2021-11-25 14:11:11.085000,2306.527,59,283,2,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f9088335fbc2ebea41439,5d498ea0faa15b001acd4a5d,AWAITING REVIEW,2021-11-25 13:33:00.230000,2021-11-25 13:55:34.747000,1354.517,71,1035,16,96,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f90e80195e0a8d72a9140,609c297aff4c80dac255f75d,RETURNED,2021-11-25 13:34:36.084000,,333907.13992,46,293,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f90fc0eba1bf755d2d49d,5ef90b249bafa50a311593ae,RETURNED,2021-11-25 13:34:52.926000,,333890.319476,21,965,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f91329e2d4f0cfd7bffcd,5fa6ce1ded47dd36825f00d7,AWAITING REVIEW,2021-11-25 13:43:52.056000,2021-11-25 14:51:53.320000,4081.264,60,409,0,100,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,No
619f9168a484fdc000812773,5d4e212b81ca1c001b21672c,AWAITING REVIEW,2021-11-25 13:36:48.799000,2021-11-25 14:39:51.432000,3782.633,75,1373,6,99,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Male,DATA EXPIRED
619f91e13dd96369bbcf72c9,5dced33fc944d1018c53c520,RETURNED,2021-11-25 13:38:48.855000,,333654.456581,46,1136,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f922b2923f539a7efe063,59d1e366faf42e00012b6c1c,AWAITING REVIEW,2021-11-25 13:39:59.840000,2021-11-25 14:09:37.745000,1777.905,54,1959,7,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,English,United States,Female,No
619f9261ceeec604c3b0f34d,60cefee15b44bd17785295f1,AWAITING REVIEW,2021-11-25 13:40:49.676000,2021-11-25 14:24:43.183000,2633.507,65,194,0,100,,E11857CB,Korea,United States,Part-Time,Asian,Korean,Korea,Male,No
619f92b1600515dfc2439a32,6115441c88f881b7cbdd7218,AWAITING REVIEW,2021-11-25 13:48:30.840000,2021-11-25 14:14:54.014000,1583.174,45,301,4,98,,E11857CB,Korea,United States,Full-Time,Asian,English,United States,Male,No
619f92ccbdffa283dd0723a0,5d338bb02381b7001761694e,AWAITING REVIEW,2021-11-25 13:42:44.531000,2021-11-25 14:20:44.928000,2280.397,50,1453,3,100,,E11857CB,United States,United States,Full-Time,White,English,United States,Male,No
619f92d4b476a19c5c3fc474,61137781cf045c00fcbdeb25,TIMED-OUT,2021-11-25 13:42:50.237000,,333413.178049,21,171,4,97,,,United States,United States,Part-Time,White,English,United States,Male,No
619f936f726828417048ffa8,614b154d1d77229f9878635b,AWAITING REVIEW,2021-11-25 13:48:51.774000,2021-11-25 14:59:55.499000,4263.725,46,246,0,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
619f939ff1e64180ffe08a66,5fb275cedb8c0a857bf754e5,AWAITING REVIEW,2021-11-25 13:46:12.853000,2021-11-25 14:17:48.008000,1895.155,61,115,2,99,,E11857CB,DATA EXPIRED,United States,DATA EXPIRED,White,English,United Kingdom,Female,DATA EXPIRED
619f93ca9a28bfed5b0115ac,565bbc1ec121fe0012fc3782,RETURNED,2021-11-25 13:46:55.267000,,333168.211743,58,806,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f93f5a04ef3c2cdf19181,6116b1860a4c099ceac9d82b,AWAITING REVIEW,2021-11-25 13:47:36.282000,2021-11-25 14:15:29.102000,1672.82,23,198,0,100,,E11857CB,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
619f9459ddd039174e257b6f,5ade6e74066c510001d43903,AWAITING REVIEW,2021-11-25 13:49:19.668000,2021-11-25 14:37:04.669000,2865.001,48,1699,3,100,,E11857CB,United States,United States,Full-Time,Black,English,United States,Male,No
619f947986d1e93b58ccfdf0,5c154f94e32f86000166136f,AWAITING REVIEW,2021-11-25 13:49:45.982000,2021-11-25 14:33:32.602000,2626.62,68,99,3,97,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f94b09cfe9b8d15f2bb70,5ee09c1a0c2ad1027f541f53,AWAITING REVIEW,2021-11-25 13:54:29.253000,2021-11-25 14:53:58.325000,3569.072,38,1066,0,100,,E11857CB,United States,United States,Full-Time,Asian,English,United States,Female,Yes
619f94b808537355ca7084f9,5f402eb4fbd8df145068b805,AWAITING REVIEW,2021-11-25 13:50:57.296000,2021-11-25 14:28:00.997000,2223.701,60,1061,8,99,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f94c4168dcfecf0a8e10f,5f5d89dda340225e0c060414,AWAITING REVIEW,2021-11-25 13:51:11.426000,2021-11-25 14:18:36.402000,1644.976,58,885,1,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
619f94dfa47a0868cd88819a,5f0550bf5819b18476ee8343,AWAITING REVIEW,2021-11-25 13:51:31.223000,2021-11-25 14:43:06.766000,3095.543,69,855,0,100,,E11857CB,United States,United States,Part-Time,White,English,United States,Female,No
619f94f7b7812811db7829c6,5dde21012a30acd8ada645ec,AWAITING REVIEW,2021-11-25 13:52:02.248000,2021-11-25 14:33:48.337000,2506.089,56,824,6,99,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Male,DATA EXPIRED
619f9518dc0eaa67551367d2,5e1efdb3a8c111230db526ff,AWAITING REVIEW,2021-11-25 13:52:30.888000,2021-11-25 14:31:26.516000,2335.628,54,1555,14,98,,E11857CB,United States,United States,Full-Time,Asian,English,United States,Male,No
619f953aea8d386a7d222146,615a1ece94567dbfcf81497e,RETURNED,2021-11-25 13:53:04.569000,,332799.131897,26,105,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f95c2be080b51cf4324c0,5dda993086c886a06ce9108d,RETURNED,2021-11-25 14:05:14.558000,,332069.163698,74,1507,10,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f95f4d876899f349307e9,5ef4db1a45dfc00e117b2a54,AWAITING REVIEW,2021-11-25 13:56:04.808000,2021-11-25 14:41:27.218000,2722.41,73,636,4,99,,E11857CB,United States,United States,DATA EXPIRED,White,English,United States,Female,DATA EXPIRED
619f966158cec3ff70bea784,613e3d48abfa93beb2d97c3a,AWAITING REVIEW,2021-11-25 13:57:53.349000,2021-11-25 14:50:08.062000,3134.713,64,170,0,100,,E11857CB,United States,United States,Part-Time,Black,English,United States,Male,No
619f96adc4fffacaf193a559,5e546e92568d4a477c7ad537,AWAITING REVIEW,2021-11-25 13:59:23.318000,2021-11-25 15:00:10.837000,3647.519,39,83,0,100,,E11857CB,Jamaica,United States,Full-Time,Black,English,United States,Female,No
619f96cf0c0b58bb9c8f6c4a,5e2c7806bb1a6e000cf7f2e8,AWAITING REVIEW,2021-11-25 14:04:56.589000,2021-11-25 15:30:26.440000,5129.851,44,875,2,100,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Male,DATA EXPIRED
619f96fea99f0cb60c9f2c25,614f75c032f05a135099017b,AWAITING REVIEW,2021-11-25 14:00:36.730000,2021-11-25 15:10:06.159000,4169.429,69,271,2,99,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,English,United States,Male,No
619f985a1f68d25397c99bac,5e837e917441520b9c662931,AWAITING REVIEW,2021-11-25 14:06:25.395000,2021-11-25 14:42:05.330000,2139.935,41,940,1,100,,E11857CB,DATA EXPIRED,United States,DATA EXPIRED,Other,Spanish,United States,Female,DATA EXPIRED
619f9a2340bc9349883067e5,611291090e626fdfde536f38,AWAITING REVIEW,2021-11-25 14:14:07.447000,2021-11-25 15:13:59.608000,3592.161,38,210,0,100,,E11857CB,Nigeria,United States,Full-Time,Black,English,United States,Male,No
619f9b448303c8deffffacfa,60d263d895fb10863e9a6211,AWAITING REVIEW,2021-11-25 14:18:47.839000,2021-11-25 14:47:28.153000,1720.314,55,270,1,100,,E11857CB,DATA EXPIRED,United States,Full-Time,Asian,Chinese,United States,Male,No
619f9bab914e7386c43428d5,55aeaeb3fdf99b5c769f1f7c,RETURNED,2021-11-25 14:30:27.907000,,330556.027062,59,2806,10,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619f9e80015c94e67e2185da,5fcaa3f3d991a9748f8b9e1c,AWAITING REVIEW,2021-11-25 14:32:36.331000,2021-11-25 15:10:54.163000,2297.832,47,588,7,97,,E11857CB,United States,United States,Part-Time,Black,English,United States,Female,No
619f9f2171ed7c8826aa14c8,55b9a9b0fdf99b6906d2aba4,AWAITING REVIEW,2021-11-25 14:35:27.230000,2021-11-25 15:36:51.510000,3684.28,66,3177,1,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619fa39caa2a82b1e74ada69,5f29109240b4f4000bfd5a06,AWAITING REVIEW,2021-11-25 14:54:23.043000,2021-11-25 16:14:39.412000,4816.369,23,724,5,99,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Male,DATA EXPIRED
619fa4546aea81a4d7b7e28a,596c1af50e679d0001faca67,AWAITING REVIEW,2021-11-25 14:57:51.457000,2021-11-25 15:57:19.837000,3568.38,63,418,4,97,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
619fa55a514933ad9ccd4e3a,5a95a63e4eecca0001dd4cfa,AWAITING REVIEW,2021-11-25 15:01:50.460000,2021-11-25 15:37:27.066000,2136.606,24,835,3,100,,E11857CB,United States,United States,Full-Time,Black,English,United States,Male,No
619fa60389fcfdc1b00a4869,5df11e6cdc85350234932daa,RETURNED,2021-11-25 15:05:33.067000,,328451.018625,38,1085,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fa89281d6dbde12784831,60df64435ebcccd9aff353fa,AWAITING REVIEW,2021-11-25 15:15:30.971000,2021-11-25 16:19:39.994000,3849.023,25,281,1,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
619fa89904b37991353f066f,60f48fa9f8b0b5273738eafb,RETURNED,2021-11-25 15:15:41.898000,,327842.241581,62,291,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fa9a3c337f07c50e5b8fd,5f5fa55d3aa555022fd411bc,AWAITING REVIEW,2021-11-25 15:20:03.392000,2021-11-25 16:10:01.213000,2997.821,20,936,3,100,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Male,DATA EXPIRED
619faa1e3b0fea9ee0be4249,5f86c71cc9ccdd0159e0668d,AWAITING REVIEW,2021-11-25 15:22:12.905000,2021-11-25 16:34:07.599000,4314.694,40,302,0,100,,E11857CB,United States,United States,Full-Time,Black,English,United States,Female,Yes
619faaf488220f301ef7d24b,5f872af9e3e4870ef4d67cc3,RETURNED,2021-11-25 15:25:43.665000,,327240.5484,52,831,5,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fae81133f08537795ce43,5b2669ae0ec82d0001d20b40,TIMED-OUT,2021-11-25 15:41:12.173000,,326312.061792,74,563,8,96,,,United States,United States,DATA EXPIRED,Black,English,United States,Female,DATA EXPIRED
619fb80465e0c91bbcd0d570,5d6376ec7e447f001c971315,TIMED-OUT,2021-11-25 16:21:24.926000,,323899.330877,64,950,8,97,,,United States,United States,DATA EXPIRED,Black,English,United States,Female,DATA EXPIRED
619fb89c9467347b30d44da5,6172f9eef9c76298e42932e5,RETURNED,2021-11-25 16:24:15.264000,,323729.01554,51,76,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fbdd3c5be5f8d5a2abce7,5d4c7ac3e8ec490018b0050d,AWAITING REVIEW,2021-11-25 16:48:11.047000,2021-11-25 17:34:07.752000,2756.705,63,1104,5,99,,E11857CB,United States,United States,DATA EXPIRED,Mixed,English,United States,Female,DATA EXPIRED
619fc4982961dae63077c3f2,5f74a31124e51507f53bdf42,RETURNED,2021-11-25 17:15:04.958000,,320679.370392,70,237,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fce8320303a18419fdf1e,5c745295821a97001763fb1b,AWAITING REVIEW,2021-11-25 17:57:35.284000,2021-11-25 18:44:25.082000,2809.798,60,1136,7,99,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Female,DATA EXPIRED
619fcfcde2d47284340f042b,5f1dea279f4818757f07f087,AWAITING REVIEW,2021-11-25 18:04:28.151000,2021-11-25 19:31:55.517000,5247.366,58,1263,8,99,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
619fd02b9d3730b47b5b5c6b,5ef035131f1b2a546b44c391,AWAITING REVIEW,2021-11-25 18:04:27.047000,2021-11-25 18:47:40.696000,2593.649,70,1267,9,98,,E11857CB,United States,United States,DATA EXPIRED,Asian,English,United States,Male,DATA EXPIRED
619fd04973d59ddaaa095233,5eb074c7e612c1129942044c,AWAITING REVIEW,2021-11-25 18:05:28.478000,2021-11-25 19:20:53.135000,4524.657,49,885,0,100,,E11857CB,United States,United States,Part-Time,Black,English,United States,Male,No
619fd455c7a52d4f80c58744,5d16badb7b0154001a282fdb,AWAITING REVIEW,2021-11-25 18:22:25.999000,2021-11-25 19:17:43.605000,3317.606,67,1575,4,100,,E11857CB,United States,United States,DATA EXPIRED,Black,English,United States,Female,DATA EXPIRED
619fd88c0e19c0ce2118c798,59c86f966a287600011c393e,RETURNED,2021-11-25 18:40:35.685000,,315548.787687,53,1396,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
619fe09958bb131461c247df,5de301515253b03390043d12,AWAITING REVIEW,2021-11-25 19:14:39.360000,2021-11-25 19:51:43.768000,2224.408,57,1003,3,100,,E11857CB,Jamaica,United States,Full-Time,Black,English,United States,Male,No
619fed0fb9eb5d0d7625f4b8,5de7c6d448241d73d36ceaef,TIMED-OUT,2021-11-25 20:07:47.400000,,310317.115525,58,1461,1,100,,,United States,United States,Full-Time,Black,English,United States,Male,Yes
61a00047a43e1577322f571d,60270b1e704fd249e21b0ae2,AWAITING REVIEW,2021-11-25 21:30:10.027000,2021-11-25 22:14:56.169000,2686.142,59,510,0,100,,E11857CB,United States,United States,DATA EXPIRED,Mixed,English,United States,Male,DATA EXPIRED
61a00b559277cae38d36915d,614e64473e9073bb219b270d,AWAITING REVIEW,2021-11-25 22:16:57.223000,2021-11-25 23:06:04.720000,2947.497,72,268,1,100,,E11857CB,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Other,English,United States,Male,No
61a0454512b98a57a05de1f7,6152b8943ef5c73934ed350a,AWAITING REVIEW,2021-11-26 02:24:05.981000,2021-11-26 03:19:10.838000,3304.857,79,307,4,95,,E11857CB,United States,United States,Full-Time,Black,English,United States,Male,No
